Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
obese,male,omnivore,daily,wood,public,electric,sometimes,716.44,never,2540.0,large,3,4.9,8,7.8,Yes,2994.63
normal,male,pescatarian,more frequently,natural gas,walk/bicycle,hybrid,never,610.13,rarely,474.0,large,8,2.8,7,7.3,Yes,2356.38
normal,male,vegetarian,less frequently,natural gas,private,petrol,never,172.92,never,65.0,extra large,4,9.4,0,3.0,Yes,2943.2
obese,male,omnivore,more frequently,wood,private,electric,sometimes,682.08,rarely,2355.0,small,3,1.9,8,8.2,Yes,4521.36
overweight,female,omnivore,more frequently,coal,walk/bicycle,electric,sometimes,577.52,very frequently,224.0,extra large,2,7.6,9,4.6,Sometimes,5891.99
overweight,female,vegan,less frequently,wood,private,electric,often,122.61,never,2966.0,extra large,9,6.6,1,7.7,No,3562.55
underweight,male,pescatarian,daily,coal,public,petrol,often,193.59,rarely,2024.0,small,5,1.8,0,7.0,Sometimes,2814.33
underweight,female,pescatarian,daily,coal,private,petrol,often,544.94,rarely,2260.0,large,9,4.0,5,10.3,Yes,4524.8
obese,male,omnivore,twice a day,coal,private,hybrid,sometimes,563.82,very frequently,737.0,medium,8,2.3,0,3.3,Yes,7244.87
overweight,female,pescatarian,daily,natural gas,private,diesel,never,622.66,frequently,2022.0,medium,3,6.4,5,2.7,Yes,5130.64
underweight,female,omnivore,twice a day,wood,private,hybrid,never,604.17,never,130.0,large,4,5.3,1,10.4,No,3731.31
overweight,male,pescatarian,less frequently,wood,public,electric,never,561.66,never,2513.0,extra large,6,1.0,6,5.9,Sometimes,2732.23
overweight,female,omnivore,daily,wood,walk/bicycle,electric,never,636.37,rarely,509.0,large,5,9.8,6,9.6,No,2286.92
obese,female,pescatarian,less frequently,wood,private,hybrid,sometimes,502.56,rarely,2092.0,extra large,3,4.1,3,11.6,Sometimes,3935.67
overweight,female,vegan,daily,electricity,public,none,often,282.55,rarely,673.0,medium,5,3.3,1,7.0,Sometimes,1748.68
obese,female,omnivore,more frequently,natural gas,private,diesel,often,738.66,never,205.0,extra large,5,3.0,6,4.3,Yes,4418.74
underweight,male,vegan,daily,electricity,private,petrol,often,112.75,never,1444.0,medium,9,2.4,0,9.7,Sometimes,2651.34
normal,male,omnivore,more frequently,natural gas,private,diesel,sometimes,356.59,rarely,508.0,medium,4,10.0,1,11.2,Sometimes,4276.41
overweight,female,vegetarian,daily,wood,walk/bicycle,none,often,610.21,never,2188.0,extra large,8,3.7,1,3.7,No,1770.44
normal,female,vegetarian,less frequently,electricity,public,hybrid,sometimes,399.01,frequently,713.0,medium,4,4.6,0,8.6,Sometimes,2800.15
normal,male,omnivore,twice a day,coal,public,hybrid,never,117.38,never,1027.0,large,2,8.8,8,9.6,No,3161.91
obese,female,pescatarian,daily,wood,public,electric,sometimes,146.19,never,1702.0,extra large,3,6.8,5,1.3,Sometimes,2487.06
overweight,male,vegetarian,less frequently,wood,public,hybrid,sometimes,554.05,very frequently,855.0,small,4,4.3,2,7.5,No,4674.13
overweight,female,omnivore,more frequently,coal,walk/bicycle,none,often,775.41,rarely,1134.0,medium,8,9.1,5,8.0,Yes,3422.3
underweight,female,omnivore,more frequently,wood,public,hybrid,never,486.3,frequently,2447.0,extra large,9,7.7,6,8.0,Sometimes,3621.91
normal,female,pescatarian,more frequently,natural gas,walk/bicycle,hybrid,sometimes,454.73,never,538.0,extra large,6,3.1,2,1.9,No,2039.6
normal,male,vegetarian,more frequently,wood,private,none,sometimes,322.83,rarely,247.0,extra large,8,6.8,3,1.2,No,3331.79
obese,female,vegetarian,less frequently,natural gas,private,petrol,sometimes,279.68,frequently,985.0,small,5,9.3,9,4.2,Yes,5432.25
overweight,male,vegetarian,daily,natural gas,private,diesel,sometimes,114.69,rarely,1273.0,small,5,5.5,0,4.9,Yes,3591.72
overweight,male,omnivore,more frequently,wood,private,hybrid,often,291.07,frequently,1628.0,medium,8,7.6,5,2.6,No,5111.36
normal,male,vegetarian,more frequently,coal,public,diesel,often,414.38,rarely,1117.0,large,4,9.7,5,6.6,No,3343.47
underweight,male,omnivore,daily,natural gas,private,diesel,often,238.56,rarely,2370.0,small,3,7.2,8,3.5,No,4972.68
normal,female,omnivore,less frequently,electricity,public,electric,never,161.14,rarely,118.0,small,2,1.9,1,4.7,Sometimes,2311.5
overweight,male,omnivore,more frequently,natural gas,private,petrol,often,602.41,rarely,1295.0,extra large,8,3.2,4,4.2,Sometimes,4210.59
obese,male,omnivore,twice a day,coal,private,diesel,sometimes,726.23,never,1147.0,extra large,5,6.4,4,9.5,No,4224.0
obese,male,omnivore,less frequently,wood,private,electric,sometimes,755.74,rarely,1943.0,large,6,3.5,6,10.6,Yes,4269.88
obese,male,omnivore,twice a day,coal,walk/bicycle,none,never,532.6,rarely,2899.0,medium,9,9.6,4,4.3,Yes,3398.79
overweight,female,pescatarian,less frequently,coal,private,none,never,136.94,rarely,1531.0,extra large,3,4.6,9,5.1,Yes,4437.63
overweight,male,omnivore,more frequently,wood,private,none,sometimes,618.6,frequently,2961.0,medium,4,5.1,3,10.0,Sometimes,5093.44
obese,male,omnivore,less frequently,electricity,public,none,often,177.07,rarely,907.0,large,2,7.3,9,9.4,Yes,2787.45
overweight,male,omnivore,less frequently,electricity,public,none,often,568.82,very frequently,93.0,large,6,5.7,1,8.8,Yes,5327.28
underweight,male,omnivore,twice a day,natural gas,private,electric,sometimes,645.56,never,497.0,small,9,4.4,7,8.8,No,4621.17
obese,female,omnivore,less frequently,natural gas,private,petrol,never,608.11,rarely,1185.0,medium,2,1.7,4,4.3,Yes,4904.56
underweight,male,omnivore,less frequently,electricity,private,petrol,sometimes,766.32,frequently,949.0,extra large,5,6.4,3,11.3,Sometimes,4952.97
underweight,female,pescatarian,more frequently,wood,walk/bicycle,electric,never,616.7,rarely,291.0,extra large,1,8.8,8,9.9,Sometimes,2595.37
overweight,male,pescatarian,daily,coal,private,electric,often,585.25,rarely,1298.0,medium,4,7.2,1,3.3,No,4581.67
overweight,female,pescatarian,twice a day,wood,private,hybrid,often,283.22,never,1014.0,extra large,8,4.4,2,8.3,No,3828.8
obese,male,omnivore,twice a day,coal,private,diesel,sometimes,747.34,rarely,368.0,extra large,3,2.1,7,2.7,Sometimes,4886.34
overweight,male,omnivore,daily,coal,private,none,often,225.68,never,888.0,extra large,4,8.3,3,7.4,No,4192.93
underweight,male,vegetarian,twice a day,electricity,public,diesel,sometimes,733.43,very frequently,2659.0,extra large,2,9.5,8,4.2,Sometimes,4816.72
overweight,male,omnivore,more frequently,electricity,private,hybrid,sometimes,318.86,rarely,906.0,large,9,4.5,9,2.2,Yes,4246.61
obese,female,omnivore,less frequently,wood,private,petrol,never,191.11,frequently,2142.0,large,5,7.6,9,7.6,Sometimes,5340.24
normal,male,omnivore,less frequently,coal,private,none,sometimes,678.68,rarely,1836.0,extra large,3,4.7,9,10.7,Sometimes,5195.06
normal,female,omnivore,more frequently,wood,private,petrol,sometimes,101.75,rarely,1282.0,medium,7,5.5,9,2.5,Yes,3950.46
overweight,male,omnivore,twice a day,natural gas,private,electric,often,682.46,rarely,717.0,extra large,1,8.5,8,10.9,Yes,5076.98
normal,male,omnivore,less frequently,electricity,public,diesel,never,283.62,frequently,1107.0,medium,9,1.8,9,2.4,Yes,3359.33
underweight,female,omnivore,daily,electricity,public,petrol,never,719.3,frequently,1776.0,medium,7,5.8,8,9.2,No,4345.42
normal,male,omnivore,less frequently,coal,walk/bicycle,hybrid,never,584.04,never,1052.0,small,1,2.9,0,11.9,No,2535.15
normal,female,pescatarian,more frequently,electricity,public,petrol,often,566.33,rarely,645.0,small,4,4.1,5,2.0,No,2940.19
underweight,male,vegetarian,less frequently,wood,public,none,never,355.72,rarely,349.0,small,7,6.8,9,3.3,Sometimes,2022.33
obese,male,vegetarian,more frequently,coal,private,none,often,141.58,never,2639.0,medium,4,1.2,5,6.1,Yes,4203.49
normal,female,pescatarian,twice a day,coal,public,diesel,never,681.05,rarely,1321.0,medium,7,6.3,7,9.1,No,3071.81
normal,male,vegan,daily,natural gas,public,electric,sometimes,219.63,frequently,1876.0,medium,3,3.6,6,10.9,No,2932.8
normal,female,omnivore,more frequently,wood,public,none,never,360.58,rarely,1471.0,medium,4,7.0,6,9.0,No,3421.95
obese,male,omnivore,daily,coal,private,hybrid,often,520.25,frequently,2618.0,medium,3,2.3,1,9.5,No,5795.61
overweight,male,omnivore,twice a day,electricity,private,diesel,often,437.58,rarely,1641.0,large,4,7.6,3,6.0,Yes,3835.85
overweight,female,pescatarian,twice a day,electricity,public,none,sometimes,239.06,rarely,1442.0,extra large,3,6.8,0,4.9,Yes,2300.46
obese,male,vegetarian,more frequently,coal,public,hybrid,sometimes,198.43,never,2774.0,small,5,9.7,6,6.6,No,3162.62
underweight,male,omnivore,less frequently,electricity,walk/bicycle,petrol,often,186.27,frequently,2159.0,medium,4,9.2,3,8.1,Sometimes,3412.67
overweight,female,vegan,daily,coal,private,hybrid,never,704.11,frequently,335.0,large,3,3.5,8,6.5,Yes,5034.24
obese,female,omnivore,less frequently,coal,private,diesel,sometimes,122.09,rarely,533.0,small,5,1.2,5,9.7,Sometimes,4776.99
obese,male,vegan,daily,coal,private,none,sometimes,783.91,never,2361.0,extra large,9,6.9,5,2.7,Sometimes,4208.22
underweight,female,omnivore,twice a day,electricity,public,electric,never,238.97,never,2508.0,large,1,6.4,8,5.4,Yes,2353.86
obese,female,omnivore,twice a day,electricity,private,electric,often,177.23,never,1636.0,medium,4,1.2,7,1.7,Sometimes,3881.12
overweight,female,omnivore,twice a day,wood,private,hybrid,sometimes,503.88,rarely,1663.0,large,7,2.1,5,8.4,Yes,4431.41
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,hybrid,sometimes,155.99,frequently,1896.0,large,4,6.3,5,9.3,No,3608.46
obese,male,omnivore,twice a day,electricity,private,hybrid,often,521.72,never,1317.0,extra large,8,9.2,5,8.3,Yes,3975.54
obese,male,omnivore,less frequently,coal,public,none,never,695.44,frequently,2041.0,large,7,9.2,3,11.5,No,4619.41
underweight,female,vegetarian,twice a day,electricity,private,electric,never,133.53,rarely,325.0,small,5,2.4,4,11.3,Sometimes,3352.48
underweight,male,omnivore,less frequently,electricity,public,electric,sometimes,659.91,rarely,2884.0,large,4,4.5,2,4.0,Sometimes,2489.6
normal,male,omnivore,more frequently,coal,public,diesel,often,376.13,very frequently,2250.0,small,8,1.4,8,3.7,No,5479.32
obese,male,pescatarian,more frequently,wood,walk/bicycle,diesel,never,211.64,never,1894.0,medium,1,5.2,1,1.3,Yes,1827.18
normal,male,pescatarian,daily,coal,walk/bicycle,petrol,often,223.27,very frequently,949.0,medium,2,7.8,6,6.5,No,5098.52
normal,male,omnivore,less frequently,wood,private,none,sometimes,743.14,never,483.0,small,5,8.1,0,10.5,Sometimes,3787.58
normal,female,omnivore,less frequently,electricity,private,hybrid,never,177.42,rarely,1228.0,medium,7,5.5,9,2.7,No,4415.6
normal,female,omnivore,more frequently,coal,private,diesel,often,706.75,frequently,1985.0,extra large,9,1.9,6,7.5,No,5954.22
overweight,female,omnivore,more frequently,electricity,public,petrol,often,480.97,very frequently,1901.0,extra large,3,4.4,1,8.9,No,4961.99
underweight,male,pescatarian,more frequently,coal,public,petrol,sometimes,127.34,rarely,1148.0,extra large,5,9.4,4,5.0,Sometimes,3082.95
obese,female,omnivore,daily,electricity,private,electric,never,425.13,rarely,1840.0,extra large,2,3.1,0,8.7,Yes,4109.05
underweight,male,omnivore,more frequently,electricity,public,none,sometimes,672.21,frequently,2441.0,small,6,3.9,4,10.2,Yes,4086.93
underweight,female,pescatarian,daily,electricity,private,none,sometimes,608.34,frequently,79.0,extra large,6,7.7,3,1.1,Sometimes,4867.52
underweight,male,omnivore,daily,coal,public,hybrid,never,442.15,never,1352.0,small,4,7.6,0,9.1,Sometimes,2797.82
underweight,male,omnivore,more frequently,wood,walk/bicycle,none,often,702.03,frequently,2276.0,large,2,9.2,0,7.6,No,3339.55
underweight,female,omnivore,more frequently,electricity,private,hybrid,often,184.26,rarely,1638.0,small,8,4.5,6,10.3,Yes,4504.98
underweight,female,vegan,more frequently,coal,private,none,often,736.96,rarely,1954.0,medium,8,5.6,2,2.5,Yes,4377.27
overweight,female,omnivore,less frequently,coal,private,electric,never,692.51,rarely,1550.0,extra large,1,5.2,9,9.9,Yes,5275.03
underweight,female,vegetarian,twice a day,electricity,public,petrol,sometimes,595.79,rarely,2976.0,small,2,9.3,8,2.6,Sometimes,2951.07
obese,male,omnivore,less frequently,electricity,private,none,often,672.52,very frequently,164.0,small,4,7.9,8,7.4,Yes,6915.65
obese,male,omnivore,daily,wood,private,none,often,480.67,rarely,1473.0,small,1,8.5,9,4.0,No,4600.73
normal,male,pescatarian,daily,electricity,private,electric,never,572.61,very frequently,274.0,large,6,2.2,8,3.6,Yes,6032.92
normal,female,vegan,twice a day,wood,private,diesel,never,492.42,never,479.0,small,2,8.1,0,6.5,Yes,3246.94
underweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,348.8,frequently,1149.0,extra large,3,4.9,3,9.3,No,4850.65
normal,male,vegetarian,more frequently,coal,public,diesel,sometimes,498.2,frequently,467.0,medium,9,1.2,0,8.1,No,3807.27
normal,male,vegetarian,less frequently,wood,private,petrol,often,280.23,rarely,2891.0,large,7,1.5,0,11.9,Sometimes,3943.63
underweight,male,omnivore,less frequently,electricity,public,diesel,often,408.2,rarely,2840.0,medium,4,7.1,8,2.3,Sometimes,3372.89
normal,female,omnivore,less frequently,wood,public,petrol,never,296.54,rarely,1008.0,large,1,4.3,4,8.9,No,2476.85
obese,female,pescatarian,twice a day,electricity,private,hybrid,sometimes,186.02,frequently,1919.0,large,4,8.8,0,1.6,Yes,4237.43
underweight,female,omnivore,less frequently,wood,private,electric,often,325.3,frequently,1601.0,extra large,6,7.6,2,4.9,Yes,4726.17
obese,female,vegetarian,twice a day,coal,public,petrol,never,696.39,never,2447.0,medium,8,1.2,6,4.8,No,2903.41
obese,male,vegan,less frequently,wood,walk/bicycle,hybrid,sometimes,366.76,frequently,1882.0,medium,9,7.2,1,3.8,Sometimes,2796.0
overweight,male,omnivore,twice a day,natural gas,private,electric,sometimes,623.6,rarely,1.0,large,4,2.7,3,6.9,No,4259.55
overweight,female,omnivore,less frequently,coal,private,diesel,sometimes,222.64,never,2290.0,extra large,6,4.8,1,3.7,Yes,4214.76
normal,female,vegetarian,daily,wood,private,diesel,never,397.09,frequently,2241.0,extra large,2,6.6,8,5.0,Yes,4851.0
obese,female,omnivore,twice a day,natural gas,public,petrol,sometimes,180.4,rarely,1529.0,large,2,8.9,8,10.5,Sometimes,3044.23
normal,male,vegetarian,more frequently,natural gas,private,none,never,197.03,frequently,2709.0,medium,6,5.1,6,4.6,Sometimes,4927.96
underweight,female,omnivore,daily,wood,private,none,never,532.21,never,2725.0,large,9,8.3,6,11.8,Sometimes,4283.36
obese,male,pescatarian,daily,coal,public,electric,never,525.24,never,1572.0,large,3,8.0,1,4.0,No,2656.46
normal,male,omnivore,twice a day,wood,public,diesel,sometimes,249.36,rarely,1824.0,large,4,4.7,9,10.9,Sometimes,3090.52
obese,female,pescatarian,less frequently,coal,private,hybrid,often,432.1,never,2990.0,extra large,9,5.5,7,5.7,No,4677.06
normal,female,omnivore,less frequently,coal,private,electric,often,704.31,frequently,896.0,large,9,7.3,0,11.0,No,5208.12
underweight,female,omnivore,twice a day,wood,public,petrol,never,221.94,never,974.0,large,5,1.3,7,5.7,No,2605.99
overweight,female,omnivore,less frequently,natural gas,private,petrol,never,113.45,rarely,548.0,small,9,9.0,4,9.5,Sometimes,3777.16
obese,female,pescatarian,less frequently,coal,private,electric,often,556.4,never,2688.0,extra large,5,7.9,3,5.4,No,4311.86
normal,female,vegetarian,less frequently,electricity,public,hybrid,sometimes,137.45,never,2233.0,extra large,5,3.2,9,7.8,Sometimes,2290.77
overweight,male,omnivore,twice a day,electricity,private,diesel,often,785.96,frequently,317.0,small,7,9.8,1,1.6,No,5316.86
underweight,female,omnivore,twice a day,natural gas,public,diesel,often,526.73,never,2945.0,large,6,2.6,2,7.6,No,2809.0
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,hybrid,sometimes,429.28,rarely,2193.0,extra large,7,9.2,9,4.5,Sometimes,2954.62
underweight,male,pescatarian,less frequently,wood,private,diesel,never,400.99,very frequently,2552.0,small,2,3.9,1,12.0,No,6066.58
normal,male,pescatarian,less frequently,coal,private,none,often,501.15,rarely,144.0,large,9,7.9,3,9.9,Yes,4066.78
underweight,male,omnivore,twice a day,wood,public,none,never,163.44,frequently,1515.0,extra large,6,5.1,2,1.9,No,3606.02
overweight,female,omnivore,more frequently,electricity,public,hybrid,sometimes,751.01,never,2096.0,extra large,9,7.6,4,3.2,Sometimes,2597.0
normal,male,omnivore,twice a day,electricity,walk/bicycle,none,sometimes,537.95,never,1629.0,large,1,2.4,6,7.8,Yes,2419.03
normal,male,omnivore,twice a day,coal,public,electric,sometimes,228.78,frequently,2000.0,large,2,3.4,8,4.3,Sometimes,4173.72
obese,female,omnivore,more frequently,coal,private,diesel,sometimes,493.81,frequently,2454.0,small,7,1.9,4,3.3,No,5610.32
normal,female,vegan,twice a day,electricity,public,electric,sometimes,193.28,rarely,1123.0,large,2,8.8,7,4.9,Sometimes,2239.51
normal,male,omnivore,daily,wood,private,hybrid,never,112.29,rarely,2546.0,small,6,3.7,1,2.2,No,4232.94
normal,female,pescatarian,more frequently,coal,private,none,sometimes,541.36,rarely,489.0,large,2,7.3,5,7.1,Yes,4612.06
obese,female,omnivore,less frequently,wood,private,electric,never,553.94,never,813.0,extra large,5,8.4,7,4.1,Sometimes,4271.78
underweight,female,omnivore,less frequently,coal,private,electric,sometimes,508.59,frequently,130.0,small,6,9.1,8,10.5,Yes,5497.89
overweight,male,pescatarian,more frequently,natural gas,public,petrol,never,228.44,rarely,1093.0,small,7,2.0,3,1.4,Yes,2524.81
normal,female,pescatarian,less frequently,wood,private,electric,sometimes,522.4,rarely,1140.0,medium,1,9.0,3,4.9,No,3932.38
overweight,female,vegan,daily,electricity,private,none,sometimes,139.56,frequently,2416.0,extra large,2,2.8,6,7.0,Sometimes,4151.68
overweight,male,omnivore,less frequently,natural gas,private,diesel,never,526.47,rarely,1959.0,large,2,7.6,3,3.6,Sometimes,4600.33
normal,male,omnivore,more frequently,wood,public,diesel,often,487.81,never,1310.0,small,1,7.6,4,1.6,Sometimes,2520.65
overweight,male,pescatarian,twice a day,coal,public,diesel,sometimes,558.68,frequently,1956.0,medium,3,1.1,1,1.8,Yes,3827.82
underweight,male,omnivore,more frequently,electricity,private,none,never,726.83,frequently,158.0,large,6,3.0,1,2.8,No,4804.03
overweight,female,omnivore,more frequently,coal,private,diesel,never,695.25,rarely,541.0,extra large,9,5.4,9,4.0,Yes,4905.9
overweight,female,omnivore,daily,wood,private,diesel,often,786.46,never,1881.0,small,3,4.8,4,8.8,Sometimes,3957.81
obese,female,omnivore,less frequently,natural gas,walk/bicycle,hybrid,sometimes,783.37,never,1924.0,medium,3,9.3,9,6.2,No,2703.71
