Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
Honda,Model_2130,STATION WAGON,5.2,4,M,X,14.9,11.6,13.4,18.0,307
Honda,Model_2131,SUV - SMALL,3.3,8,AV,D,8.4,6.5,7.5,31.0,207
BMW,Model_2132,STATION WAGON,3.9,6,AV,Z,10.9,8.5,9.8,24.0,222
BMW,Model_2133,STATION WAGON,2.3,6,M,X,6.6,5.2,6.0,39.0,141
Honda,Model_2134,TWO-SEATER,2.7,4,A,X,7.9,6.2,7.1,33.0,154
Hyundai,Model_2135,COMPACT,2.4,4,AS,D,6.6,5.1,5.9,40.0,152
Toyota,Model_2136,FULL-SIZE,3.8,6,M,X,11.8,9.2,10.7,22.0,246
VW,Model_2137,COMPACT,2.7,4,AS,X,7.5,5.8,6.7,35.0,149
GM,Model_2138,FULL-SIZE,1.8,8,A,X,7.3,5.7,6.5,36.0,149
BMW,Model_2139,SUV - STANDARD,5.7,4,AM,Z,14.4,11.2,13.0,18.0,292
Ford,Model_2140,STATION WAGON,4.9,8,M,Z,14.9,11.6,13.4,18.0,309
Toyota,Model_2141,FULL-SIZE,4.5,4,M,E,16.9,13.2,15.3,15.0,352
Hyundai,Model_2142,MINIVAN,4.4,4,AS,X,12.6,9.8,11.4,21.0,262
Mercedes,Model_2143,MID-SIZE,2.9,8,M,X,9.7,7.6,8.8,27.0,207
Mercedes,Model_2144,COMPACT,2.7,4,A,X,8.0,6.2,7.2,33.0,165
VW,Model_2145,SUV - STANDARD,2.4,4,AM,E,8.6,6.7,7.7,31.0,170
Mercedes,Model_2146,MID-SIZE,3.1,4,AS,N,8.4,6.6,7.6,31.0,171
BMW,Model_2147,TWO-SEATER,3.0,4,AS,E,12.3,9.6,11.1,21.0,252
Hyundai,Model_2148,MID-SIZE,6.5,4,A,X,16.7,13.0,15.1,16.0,348
BMW,Model_2149,COMPACT,3.1,4,AM,Z,7.6,5.9,6.8,35.0,158
Mercedes,Model_2150,MID-SIZE,4.4,6,AV,X,13.1,10.2,11.8,20.0,281
BMW,Model_2151,MID-SIZE,2.3,4,AV,Z,6.5,5.1,5.8,41.0,134
VW,Model_2152,STATION WAGON,2.0,3,M,X,6.1,4.8,5.5,43.0,132
Mercedes,Model_2153,FULL-SIZE,1.9,6,M,Z,6.1,4.7,5.5,43.0,133
Ford,Model_2154,PICKUP TRUCK,5.8,4,AM,Z,14.3,11.2,12.9,18.0,302
Ford,Model_2155,STATION WAGON,3.8,6,AM,D,9.3,7.2,8.4,28.0,219
GM,Model_2156,SUV - SMALL,4.2,8,M,D,11.5,9.0,10.3,23.0,278
Hyundai,Model_2157,MINIVAN,1.8,6,M,X,6.5,5.1,5.9,40.0,144
BMW,Model_2158,TWO-SEATER,5.3,8,AV,X,14.5,11.3,13.1,18.0,299
Hyundai,Model_2159,MID-SIZE,5.6,6,AS,Z,16.2,12.6,14.6,16.0,329
Honda,Model_2160,SUV - STANDARD,3.0,4,AV,X,9.1,7.1,8.2,29.0,192
Honda,Model_2161,MINIVAN,5.1,4,AM,E,19.0,14.8,17.1,14.0,399
GM,Model_2162,STATION WAGON,4.6,8,M,X,15.1,11.8,13.6,17.0,316
Hyundai,Model_2163,COMPACT,2.7,8,AS,Z,8.7,6.8,7.8,30.0,185
Hyundai,Model_2164,SUV - STANDARD,2.1,4,AV,N,7.2,5.6,6.5,36.0,140
Honda,Model_2165,MINIVAN,1.6,4,A,D,4.0,3.1,3.6,65.0,97
GM,Model_2166,STATION WAGON,3.9,8,AM,N,10.2,7.9,9.2,26.0,209
Honda,Model_2167,PICKUP TRUCK,3.6,6,AV,Z,9.9,7.8,9.0,26.0,205
GM,Model_2168,FULL-SIZE,4.2,6,A,E,15.3,12.0,13.8,17.0,327
Ford,Model_2169,COMPACT,1.3,8,AM,X,4.6,3.6,4.2,56.0,88
BMW,Model_2170,SUV - STANDARD,2.4,6,A,E,9.9,7.7,8.9,26.0,205
GM,Model_2171,STATION WAGON,4.8,4,AM,X,13.7,10.7,12.4,19.0,291
Ford,Model_2172,FULL-SIZE,6.1,6,AV,Z,16.2,12.7,14.6,16.0,334
Toyota,Model_2173,COMPACT,3.5,4,AM,D,6.9,5.4,6.2,38.0,165
Honda,Model_2174,MINIVAN,2.3,4,M,X,7.3,5.7,6.6,36.0,150
BMW,Model_2175,SUV - STANDARD,3.2,4,M,X,10.1,7.9,9.1,26.0,205
Toyota,Model_2176,MID-SIZE,2.9,3,AM,X,8.4,6.6,7.6,31.0,177
Honda,Model_2177,MINIVAN,5.9,6,A,E,21.3,16.6,19.2,12.0,444
Honda,Model_2178,SUV - SMALL,6.2,6,AM,N,15.5,12.1,13.9,17.0,319
GM,Model_2179,STATION WAGON,3.4,6,AV,Z,8.9,7.0,8.0,29.0,185
Mercedes,Model_2180,MINIVAN,3.1,6,M,Z,8.5,6.6,7.6,31.0,184
Toyota,Model_2181,STATION WAGON,3.1,6,A,D,8.1,6.3,7.3,32.0,194
Toyota,Model_2182,MINIVAN,1.7,6,AS,Z,5.2,4.0,4.6,51.0,113
Hyundai,Model_2183,STATION WAGON,2.2,6,AS,D,5.2,4.1,4.7,50.0,126
Ford,Model_2184,SUV - STANDARD,4.1,4,AV,X,12.0,9.4,10.8,22.0,245
Ford,Model_2185,SUV - STANDARD,3.8,6,AS,X,10.8,8.5,9.8,24.0,228
Ford,Model_2186,FULL-SIZE,2.0,4,AM,Z,6.4,5.0,5.7,41.0,131
Toyota,Model_2187,TWO-SEATER,4.5,6,AM,X,13.9,10.9,12.6,19.0,291
Hyundai,Model_2188,MID-SIZE,3.3,3,M,Z,8.6,6.7,7.8,30.0,172
BMW,Model_2189,TWO-SEATER,2.7,3,M,Z,7.2,5.6,6.5,36.0,163
Hyundai,Model_2190,STATION WAGON,5.8,6,AM,X,16.0,12.5,14.4,16.0,333
Mercedes,Model_2191,TWO-SEATER,5.4,8,M,X,16.6,12.9,14.9,16.0,346
Toyota,Model_2192,PICKUP TRUCK,5.1,4,AV,Z,12.5,9.8,11.3,21.0,258
BMW,Model_2193,MID-SIZE,4.6,6,AM,X,13.5,10.5,12.1,19.0,279
Toyota,Model_2194,TWO-SEATER,5.8,6,AV,E,21.6,16.8,19.4,12.0,451
VW,Model_2195,SUV - SMALL,3.2,3,A,X,9.7,7.6,8.8,27.0,204
Honda,Model_2196,MID-SIZE,2.0,4,AM,X,6.2,4.8,5.6,42.0,133
VW,Model_2197,SUV - SMALL,2.4,4,AS,E,8.9,6.9,8.0,29.0,194
Mercedes,Model_2198,STATION WAGON,3.6,6,M,Z,10.8,8.5,9.8,24.0,232
GM,Model_2199,MINIVAN,4.6,4,A,X,12.0,9.3,10.8,22.0,254
Mercedes,Model_2200,TWO-SEATER,3.8,4,AS,Z,10.2,8.0,9.2,26.0,207
Mercedes,Model_2201,MINIVAN,4.8,4,M,E,16.1,12.6,14.5,16.0,331
Honda,Model_2202,MINIVAN,2.0,6,AV,D,5.7,4.5,5.2,45.0,153
Honda,Model_2203,FULL-SIZE,1.3,4,AM,Z,4.0,3.0,3.5,67.0,78
Honda,Model_2204,STATION WAGON,4.5,4,M,Z,11.8,9.2,10.7,22.0,256
Honda,Model_2205,COMPACT,5.1,8,AV,D,12.6,9.8,11.4,21.0,302
GM,Model_2206,FULL-SIZE,2.2,4,AM,Z,6.0,4.7,5.4,44.0,120
Ford,Model_2207,COMPACT,6.2,3,AV,E,20.9,16.3,18.8,13.0,435
Ford,Model_2208,FULL-SIZE,3.6,4,M,Z,9.1,7.1,8.2,29.0,193
GM,Model_2209,SUV - STANDARD,2.3,6,AS,X,8.8,6.8,7.9,30.0,179
Hyundai,Model_2210,STATION WAGON,2.9,4,M,X,7.6,6.0,6.9,34.0,156
Mercedes,Model_2211,PICKUP TRUCK,5.4,4,AV,D,13.4,10.4,12.0,20.0,325
VW,Model_2212,FULL-SIZE,1.1,4,AM,X,5.5,4.3,5.0,47.0,114
BMW,Model_2213,COMPACT,1.0,4,A,D,4.3,3.4,3.9,60.0,101
Toyota,Model_2214,STATION WAGON,5.6,4,AV,E,18.0,14.0,16.2,15.0,376
GM,Model_2215,COMPACT,4.6,4,M,X,13.9,10.8,12.5,19.0,296
VW,Model_2216,TWO-SEATER,4.8,4,AS,X,11.9,9.3,10.7,22.0,247
GM,Model_2217,MID-SIZE,4.2,4,AM,D,9.3,7.3,8.4,28.0,231
GM,Model_2218,TWO-SEATER,5.9,6,AM,D,14.7,11.4,13.2,18.0,357
GM,Model_2219,SUV - STANDARD,5.7,6,AM,X,16.8,13.1,15.1,16.0,352
Mercedes,Model_2220,SUV - SMALL,4.1,4,AM,X,10.1,7.9,9.1,26.0,205
Hyundai,Model_2221,MID-SIZE,5.3,4,AV,N,12.0,9.4,10.9,22.0,255
VW,Model_2222,PICKUP TRUCK,6.1,6,A,X,18.0,14.0,16.2,15.0,370
Hyundai,Model_2223,MINIVAN,6.0,4,AS,Z,16.3,12.7,14.7,16.0,340
Ford,Model_2224,COMPACT,3.1,4,AM,E,10.8,8.4,9.8,24.0,226
Mercedes,Model_2225,SUV - SMALL,4.3,4,AM,X,11.6,9.1,10.5,22.0,245
GM,Model_2226,FULL-SIZE,6.2,6,AM,Z,16.1,12.6,14.5,16.0,331
Honda,Model_2227,PICKUP TRUCK,3.6,4,AV,Z,9.7,7.6,8.7,27.0,201
GM,Model_2228,FULL-SIZE,3.8,4,AM,D,9.5,7.4,8.5,28.0,221
Mercedes,Model_2229,SUV - SMALL,6.1,6,A,X,18.3,14.3,16.5,14.0,374
Toyota,Model_2230,STATION WAGON,1.6,6,AM,E,7.5,5.9,6.8,35.0,162
GM,Model_2231,FULL-SIZE,6.2,6,AS,Z,17.9,14.0,16.1,15.0,374
GM,Model_2232,COMPACT,4.2,6,AS,X,10.3,8.0,9.3,25.0,222
Hyundai,Model_2233,PICKUP TRUCK,3.3,6,AM,X,9.0,7.0,8.1,29.0,185
Ford,Model_2234,COMPACT,5.6,8,AV,Z,15.2,11.9,13.7,17.0,311
Mercedes,Model_2235,MINIVAN,2.5,4,AV,X,6.0,4.7,5.4,44.0,123
VW,Model_2236,MINIVAN,4.0,4,A,D,10.9,8.5,9.8,24.0,251
BMW,Model_2237,SUV - SMALL,2.6,6,M,N,7.3,5.7,6.6,36.0,153
Toyota,Model_2238,FULL-SIZE,2.9,4,AV,X,8.6,6.7,7.8,30.0,180
VW,Model_2239,STATION WAGON,2.5,6,A,X,8.6,6.7,7.7,31.0,179
Ford,Model_2240,FULL-SIZE,1.5,4,AM,N,5.7,4.4,5.1,46.0,121
BMW,Model_2241,SUV - SMALL,4.7,6,M,Z,13.0,10.2,11.7,20.0,277
Mercedes,Model_2242,PICKUP TRUCK,2.8,6,AM,X,9.0,7.1,8.2,29.0,190
VW,Model_2243,FULL-SIZE,2.3,4,A,D,5.9,4.6,5.3,44.0,138
Mercedes,Model_2244,SUV - STANDARD,4.8,8,AM,Z,13.3,10.4,12.0,20.0,280
VW,Model_2245,SUV - STANDARD,3.4,4,AV,X,9.8,7.7,8.9,26.0,208
VW,Model_2246,STATION WAGON,3.1,8,A,X,9.9,7.7,8.9,26.0,211
Ford,Model_2247,STATION WAGON,6.0,8,AM,Z,16.3,12.7,14.7,16.0,334
GM,Model_2248,MINIVAN,2.9,4,A,X,7.0,5.4,6.3,37.0,146
Hyundai,Model_2249,SUV - SMALL,4.9,6,AS,X,14.5,11.3,13.1,18.0,305
BMW,Model_2250,SUV - STANDARD,3.3,8,M,Z,9.9,7.7,8.9,26.0,203
GM,Model_2251,FULL-SIZE,4.7,8,AV,Z,14.1,11.0,12.7,19.0,294
Ford,Model_2252,SUV - SMALL,4.9,6,AV,N,12.1,9.4,10.9,22.0,248
GM,Model_2253,MINIVAN,3.1,6,A,D,9.0,7.0,8.1,29.0,211
Toyota,Model_2254,SUV - STANDARD,2.2,8,AS,Z,7.5,5.9,6.8,35.0,161
VW,Model_2255,PICKUP TRUCK,2.1,6,AM,X,5.3,4.1,4.8,49.0,114
Ford,Model_2256,MINIVAN,4.5,4,AM,E,14.8,11.5,13.3,18.0,312
GM,Model_2257,MID-SIZE,4.9,4,M,X,13.6,10.6,12.2,19.0,278
BMW,Model_2258,SUV - STANDARD,4.4,4,AV,X,11.0,8.6,9.9,24.0,239
Honda,Model_2259,PICKUP TRUCK,4.4,6,AM,Z,12.9,10.1,11.6,20.0,271
Ford,Model_2260,STATION WAGON,6.2,3,AM,E,22.2,17.3,20.0,12.0,465
VW,Model_2261,SUV - SMALL,6.1,8,AM,Z,16.8,13.1,15.2,15.0,345
Toyota,Model_2262,FULL-SIZE,4.9,6,AS,X,14.1,11.0,12.7,19.0,298
VW,Model_2263,MID-SIZE,3.8,12,A,X,13.1,10.2,11.8,20.0,272
BMW,Model_2264,MINIVAN,4.5,4,AV,X,12.8,10.0,11.5,20.0,266
Honda,Model_2265,SUV - STANDARD,1.3,8,M,X,6.0,4.7,5.4,44.0,125
GM,Model_2266,MINIVAN,2.6,4,M,X,8.7,6.8,7.8,30.0,186
VW,Model_2267,TWO-SEATER,4.4,6,AM,Z,13.1,10.3,11.8,20.0,283
Hyundai,Model_2268,SUV - SMALL,4.1,6,M,X,12.1,9.5,10.9,22.0,255
Mercedes,Model_2269,SUV - STANDARD,2.3,8,AS,X,9.3,7.3,8.4,28.0,195
Mercedes,Model_2270,PICKUP TRUCK,2.2,4,M,X,6.6,5.2,6.0,39.0,138
Toyota,Model_2271,COMPACT,5.2,4,M,Z,14.5,11.3,13.1,18.0,295
Mercedes,Model_2272,STATION WAGON,4.0,6,AM,X,11.1,8.7,10.0,24.0,226
Toyota,Model_2273,SUV - SMALL,1.2,4,A,Z,4.4,3.4,4.0,59.0,100
VW,Model_2274,MINIVAN,5.9,4,AS,D,13.1,10.2,11.8,20.0,318
VW,Model_2275,PICKUP TRUCK,6.4,4,AV,Z,16.4,12.8,14.8,16.0,341
BMW,Model_2276,MINIVAN,1.1,6,AV,X,4.7,3.7,4.3,55.0,96
Toyota,Model_2277,STATION WAGON,1.4,6,A,Z,5.7,4.4,5.1,46.0,116
Ford,Model_2278,SUV - SMALL,6.4,6,M,Z,17.7,13.8,15.9,15.0,361
GM,Model_2279,MINIVAN,4.7,4,AM,D,9.4,7.3,8.5,28.0,227
Mercedes,Model_2280,MINIVAN,5.0,8,M,Z,13.2,10.3,11.9,20.0,272
Honda,Model_2281,MID-SIZE,5.1,6,A,X,13.8,10.7,12.4,19.0,287
Ford,Model_2282,TWO-SEATER,5.7,4,AV,X,14.9,11.6,13.4,18.0,320
VW,Model_2283,PICKUP TRUCK,1.5,6,AS,X,6.2,4.9,5.6,42.0,135
GM,Model_2284,PICKUP TRUCK,4.4,4,AV,Z,12.0,9.4,10.8,22.0,254
GM,Model_2285,SUV - SMALL,1.6,6,AM,Z,6.2,4.8,5.6,42.0,133
Ford,Model_2286,MINIVAN,4.0,4,AM,Z,10.6,8.2,9.5,25.0,230
GM,Model_2287,PICKUP TRUCK,5.7,8,M,Z,15.4,12.0,13.9,17.0,320
BMW,Model_2288,COMPACT,5.5,4,AV,E,19.9,15.5,17.9,13.0,419
Hyundai,Model_2289,TWO-SEATER,4.4,4,AM,D,10.8,8.4,9.7,24.0,260
BMW,Model_2290,FULL-SIZE,5.2,8,M,Z,14.8,11.5,13.3,18.0,306
Hyundai,Model_2291,COMPACT,5.8,4,AM,Z,16.5,12.9,14.9,16.0,345
VW,Model_2292,FULL-SIZE,4.9,8,AM,N,14.2,11.0,12.7,19.0,290
Mercedes,Model_2293,FULL-SIZE,2.1,4,AS,Z,5.8,4.6,5.3,44.0,118
Ford,Model_2294,FULL-SIZE,4.5,8,AV,Z,12.9,10.1,11.6,20.0,272
Hyundai,Model_2295,COMPACT,3.0,4,AM,Z,7.7,6.0,6.9,34.0,152
BMW,Model_2296,COMPACT,1.9,6,AS,N,5.5,4.3,4.9,48.0,108
Mercedes,Model_2297,MINIVAN,4.1,4,AM,Z,10.1,7.9,9.1,26.0,209
Ford,Model_2298,TWO-SEATER,1.4,4,AS,Z,4.4,3.4,3.9,60.0,90
GM,Model_2299,MID-SIZE,3.6,12,A,Z,11.7,9.1,10.5,22.0,242
VW,Model_2300,SUV - STANDARD,1.8,6,AV,D,4.8,3.7,4.3,55.0,120
BMW,Model_2301,STATION WAGON,4.6,4,AV,Z,13.1,10.2,11.8,20.0,286
VW,Model_2302,MINIVAN,1.7,8,AM,X,6.0,4.7,5.4,44.0,125
Hyundai,Model_2303,MID-SIZE,1.7,4,AV,X,5.5,4.3,5.0,47.0,117
BMW,Model_2304,STATION WAGON,3.5,6,AV,E,13.8,10.8,12.4,19.0,283
Mercedes,Model_2305,MINIVAN,1.2,4,AV,X,4.0,3.0,3.5,67.0,76
GM,Model_2306,MINIVAN,1.6,6,M,E,7.7,6.0,7.0,34.0,163
VW,Model_2307,MINIVAN,1.5,4,A,Z,4.9,3.9,4.5,52.0,109
Toyota,Model_2308,MID-SIZE,3.9,4,M,X,10.9,8.5,9.8,24.0,224
GM,Model_2309,TWO-SEATER,5.9,6,A,D,13.7,10.7,12.4,19.0,332
Mercedes,Model_2310,MID-SIZE,3.3,4,AV,X,8.9,6.9,8.0,29.0,181
Ford,Model_2311,MID-SIZE,1.6,12,A,Z,7.5,5.8,6.7,35.0,153
Toyota,Model_2312,SUV - STANDARD,4.6,4,M,X,13.8,10.8,12.4,19.0,285
Mercedes,Model_2313,SUV - STANDARD,2.5,4,M,X,7.5,5.8,6.7,35.0,163
VW,Model_2314,SUV - SMALL,5.0,6,AV,Z,13.3,10.4,12.0,20.0,281
VW,Model_2315,STATION WAGON,6.4,6,A,D,14.6,11.4,13.1,18.0,352
VW,Model_2316,SUV - SMALL,6.1,4,A,Z,15.8,12.4,14.3,16.0,323
Hyundai,Model_2317,MID-SIZE,3.6,4,AS,Z,10.3,8.0,9.2,26.0,209
Honda,Model_2318,MINIVAN,4.1,4,AM,D,9.6,7.5,8.7,27.0,246
GM,Model_2319,MID-SIZE,4.2,4,AM,N,11.6,9.1,10.5,22.0,240
Toyota,Model_2320,TWO-SEATER,6.3,6,AV,X,18.4,14.4,16.6,14.0,393
Ford,Model_2321,MID-SIZE,4.2,6,AV,X,11.5,9.0,10.4,23.0,238
Ford,Model_2322,SUV - STANDARD,6.2,3,A,D,13.5,10.5,12.1,19.0,322
VW,Model_2323,SUV - SMALL,4.9,4,AM,X,13.5,10.6,12.2,19.0,275
Honda,Model_2324,TWO-SEATER,3.3,6,AV,Z,10.4,8.1,9.3,25.0,216
Mercedes,Model_2325,STATION WAGON,5.9,4,AS,D,12.7,9.9,11.4,21.0,296
GM,Model_2326,STATION WAGON,3.0,4,AM,E,14.4,11.2,12.9,18.0,293
BMW,Model_2327,PICKUP TRUCK,4.6,4,AS,E,17.6,13.7,15.8,15.0,370
Honda,Model_2328,TWO-SEATER,2.8,8,A,X,9.1,7.1,8.2,29.0,187
Ford,Model_2329,SUV - STANDARD,4.2,4,AM,X,12.1,9.4,10.9,22.0,247
Hyundai,Model_2330,SUV - SMALL,3.7,8,AS,X,11.4,8.9,10.3,23.0,236
Mercedes,Model_2331,COMPACT,5.6,4,AV,E,18.6,14.5,16.8,14.0,393
VW,Model_2332,MINIVAN,2.5,4,AS,X,7.7,6.0,6.9,34.0,158
Hyundai,Model_2333,MINIVAN,3.4,6,AS,X,10.6,8.3,9.6,25.0,218
Ford,Model_2334,TWO-SEATER,5.3,4,M,Z,13.4,10.4,12.0,20.0,271
Hyundai,Model_2335,PICKUP TRUCK,4.1,4,A,D,8.1,6.3,7.3,32.0,204
Hyundai,Model_2336,FULL-SIZE,1.7,4,AV,X,6.1,4.7,5.5,43.0,124
VW,Model_2337,MID-SIZE,1.4,8,AM,D,5.0,3.9,4.5,52.0,130
VW,Model_2338,SUV - STANDARD,4.3,8,A,X,12.9,10.1,11.6,20.0,271
Honda,Model_2339,COMPACT,3.7,4,A,E,11.9,9.3,10.7,22.0,246
BMW,Model_2340,MID-SIZE,3.1,4,A,E,13.0,10.2,11.7,20.0,267
Mercedes,Model_2341,MID-SIZE,4.0,6,AS,Z,11.5,9.0,10.4,23.0,237
Hyundai,Model_2342,FULL-SIZE,4.3,6,AM,Z,12.3,9.6,11.1,21.0,256
Honda,Model_2343,FULL-SIZE,2.7,6,A,X,8.4,6.5,7.5,31.0,177
Hyundai,Model_2344,MINIVAN,3.1,6,AV,E,12.9,10.0,11.6,20.0,272
Toyota,Model_2345,STATION WAGON,3.3,3,A,Z,9.1,7.1,8.2,29.0,181
GM,Model_2346,FULL-SIZE,2.6,8,AM,Z,8.9,7.0,8.0,29.0,188
GM,Model_2347,PICKUP TRUCK,2.8,4,A,D,8.3,6.5,7.5,31.0,204
Honda,Model_2348,FULL-SIZE,2.6,6,AV,D,7.4,5.8,6.7,35.0,174
BMW,Model_2349,STATION WAGON,4.8,4,AS,Z,12.5,9.8,11.3,21.0,259
Hyundai,Model_2350,FULL-SIZE,4.1,3,A,X,11.5,9.0,10.4,23.0,244
GM,Model_2351,TWO-SEATER,3.9,8,AV,X,11.6,9.1,10.5,22.0,233
BMW,Model_2352,MID-SIZE,3.2,4,M,X,9.8,7.6,8.8,27.0,205
BMW,Model_2353,STATION WAGON,4.9,8,M,D,11.0,8.6,10.0,24.0,271
Hyundai,Model_2354,COMPACT,1.0,8,AV,Z,5.0,3.9,4.5,52.0,101
Toyota,Model_2355,PICKUP TRUCK,4.2,4,AV,E,15.7,12.2,14.1,17.0,330
Ford,Model_2356,MID-SIZE,6.0,4,M,X,16.8,13.1,15.1,16.0,344
BMW,Model_2357,SUV - SMALL,4.7,6,A,X,12.5,9.8,11.3,21.0,263
GM,Model_2358,PICKUP TRUCK,2.1,6,M,Z,5.8,4.5,5.3,44.0,128
BMW,Model_2359,SUV - SMALL,4.1,8,AM,X,13.7,10.7,12.4,19.0,289
Hyundai,Model_2360,TWO-SEATER,1.8,4,AM,X,4.8,3.8,4.4,53.0,106
BMW,Model_2361,SUV - SMALL,4.8,4,AS,Z,12.1,9.5,10.9,22.0,248
Honda,Model_2362,FULL-SIZE,3.4,6,A,D,8.7,6.8,7.9,30.0,214
Hyundai,Model_2363,FULL-SIZE,5.8,6,A,X,15.9,12.4,14.3,16.0,336
Toyota,Model_2364,MID-SIZE,2.3,6,AV,E,8.9,6.9,8.0,29.0,183
BMW,Model_2365,SUV - STANDARD,4.1,4,AM,X,11.8,9.2,10.6,22.0,246
Hyundai,Model_2366,MINIVAN,1.2,8,AS,D,4.5,3.5,4.1,57.0,111
Toyota,Model_2367,FULL-SIZE,5.9,8,AM,Z,16.0,12.5,14.4,16.0,329
Mercedes,Model_2368,MINIVAN,1.0,4,AV,Z,4.0,3.1,3.6,65.0,82
VW,Model_2369,SUV - STANDARD,2.7,8,A,X,9.1,7.1,8.2,29.0,192
Honda,Model_2370,PICKUP TRUCK,3.2,6,M,Z,11.1,8.7,10.0,24.0,231
Hyundai,Model_2371,TWO-SEATER,4.1,4,AV,X,11.8,9.2,10.6,22.0,242
Toyota,Model_2372,STATION WAGON,2.2,3,M,X,5.0,3.9,4.5,52.0,107
Honda,Model_2373,SUV - SMALL,2.1,4,A,X,7.1,5.5,6.4,37.0,150
VW,Model_2374,MINIVAN,1.7,8,AV,Z,5.2,4.1,4.7,50.0,113
GM,Model_2375,COMPACT,3.7,6,AS,Z,9.8,7.6,8.8,27.0,201
Ford,Model_2376,MID-SIZE,5.2,6,A,Z,13.3,10.4,12.0,20.0,275
Mercedes,Model_2377,SUV - SMALL,2.7,4,AS,E,10.8,8.5,9.8,24.0,230
Mercedes,Model_2378,PICKUP TRUCK,3.7,6,AS,Z,11.5,8.9,10.3,23.0,247
Toyota,Model_2379,SUV - STANDARD,2.7,3,AV,X,8.3,6.5,7.5,31.0,170
VW,Model_2380,PICKUP TRUCK,6.4,4,AS,E,22.0,17.1,19.8,12.0,464
Ford,Model_2381,PICKUP TRUCK,4.5,4,AS,D,11.1,8.7,10.0,24.0,263
VW,Model_2382,TWO-SEATER,1.5,4,AM,E,6.4,5.0,5.7,41.0,125
Ford,Model_2383,COMPACT,1.6,4,AV,Z,4.5,3.5,4.0,59.0,94
VW,Model_2384,TWO-SEATER,5.3,4,AS,N,12.4,9.6,11.1,21.0,253
Honda,Model_2385,TWO-SEATER,4.8,8,AV,D,12.7,9.9,11.4,21.0,305
GM,Model_2386,MID-SIZE,5.8,6,A,Z,16.0,12.5,14.4,16.0,340
VW,Model_2387,SUV - SMALL,4.0,4,AV,X,9.7,7.6,8.8,27.0,206
GM,Model_2388,TWO-SEATER,2.2,4,M,Z,5.4,4.2,4.9,48.0,121
Mercedes,Model_2389,TWO-SEATER,1.3,6,AS,E,7.0,5.5,6.3,37.0,141
Mercedes,Model_2390,STATION WAGON,6.4,8,AV,Z,16.8,13.1,15.2,15.0,353
Mercedes,Model_2391,SUV - SMALL,2.1,4,AM,Z,4.8,3.7,4.3,55.0,95
BMW,Model_2392,SUV - SMALL,3.2,4,AS,Z,9.5,7.4,8.5,28.0,191
VW,Model_2393,FULL-SIZE,3.0,4,AS,X,8.3,6.4,7.4,32.0,163
Toyota,Model_2394,TWO-SEATER,1.5,8,AV,Z,5.4,4.2,4.8,49.0,104
GM,Model_2395,STATION WAGON,5.0,6,A,X,14.7,11.5,13.3,18.0,308
Toyota,Model_2396,TWO-SEATER,4.7,4,A,X,12.5,9.8,11.3,21.0,257
Toyota,Model_2397,STATION WAGON,3.7,4,AS,X,10.5,8.2,9.4,25.0,221
Hyundai,Model_2398,SUV - SMALL,4.0,4,AV,Z,10.2,8.0,9.2,26.0,207
BMW,Model_2399,TWO-SEATER,4.0,8,AM,Z,10.3,8.0,9.3,25.0,217
Ford,Model_2400,COMPACT,3.7,4,AM,Z,9.2,7.1,8.3,28.0,188
Honda,Model_2401,TWO-SEATER,2.3,6,M,Z,7.9,6.1,7.1,33.0,157
Honda,Model_2402,STATION WAGON,3.2,4,AS,E,11.1,8.6,10.0,24.0,232
BMW,Model_2403,FULL-SIZE,1.1,4,AS,D,4.0,3.0,3.5,67.0,89
Ford,Model_2404,FULL-SIZE,3.5,8,AM,Z,11.3,8.8,10.2,23.0,233
Honda,Model_2405,PICKUP TRUCK,6.3,4,AM,X,16.9,13.2,15.2,15.0,356
Ford,Model_2406,SUV - STANDARD,4.3,4,AV,X,11.9,9.3,10.8,22.0,252
Ford,Model_2407,STATION WAGON,1.4,8,M,Z,5.3,4.2,4.8,49.0,111
Hyundai,Model_2408,STATION WAGON,1.7,4,AV,Z,5.6,4.3,5.0,47.0,115
Hyundai,Model_2409,FULL-SIZE,6.4,3,A,Z,16.3,12.7,14.7,16.0,335
GM,Model_2410,MID-SIZE,2.0,8,A,D,6.9,5.4,6.3,37.0,179
Toyota,Model_2411,SUV - SMALL,5.9,4,M,D,15.2,11.8,13.7,17.0,370
Ford,Model_2412,MID-SIZE,6.4,4,AM,X,17.9,14.0,16.2,15.0,371
GM,Model_2413,FULL-SIZE,4.6,4,AS,X,12.8,10.0,11.5,20.0,263
Toyota,Model_2414,TWO-SEATER,4.2,4,AS,N,11.0,8.6,9.9,24.0,234
Toyota,Model_2415,STATION WAGON,1.9,4,AM,N,6.6,5.2,6.0,39.0,138
Mercedes,Model_2416,COMPACT,2.9,6,M,X,9.1,7.1,8.2,29.0,185
Toyota,Model_2417,SUV - SMALL,3.6,3,M,D,9.1,7.1,8.2,29.0,219
Mercedes,Model_2418,COMPACT,5.9,4,AV,D,13.9,10.8,12.5,19.0,333
Honda,Model_2419,COMPACT,4.1,4,A,N,11.1,8.7,10.0,24.0,228
